ID_особи,Пол,Порода,Дата_Рождения,Родитель_папа,Родитель_мама,Удой л/день,Упитанность,Коэффициент инбридинга (F),Прирост веса кг/день,Здоровье (1-10),Фертильность (%),Генетическая ценность (баллы)
8417,Самка,Швицкая,2020-11-02,9722,4866,,4,"0,2","0,93",6,80,93
8418,Самец,Симентальская,2019-10-28,5013,4768,,4,"0,06","1,28",6,,78
8419,Самец,Герефорд,2023-01-28,7193,5214,"37,34525175",4,"0,16",,6,86,81
8420,Самец,Айрширская,2021-07-20,7028,7935,"31,36349996",4,"0,2","1,18",7,,94
8421,Самец,Голштинская,2019-05-26,4723,2588,"37,23934868",2,"0,04","1,07",8,,72
8422,Самец,Швицкая,2020-01-01,5252,7356,,4,"0,04",,5,77,85
8423,Самка,Симентальская,2022-04-10,5378,6126,,3,"0,17",,10,,89
8424,Самец,Голштинская,2019-04-17,7593,5087,,4,"0,17",,6,,89
8425,Самец,Швицкая,2020-04-17,7361,6815,"31,70776154",4,"0,11",,8,,86
8426,Самка,Айрширская,2019-10-15,3123,7187,"38,85154223",3,"0,15",,7,,78
8427,Самец,Айрширская,2023-08-05,8286,0327,,3,"0,11","0,97",9,,88
8428,Самец,Герефорд,2019-02-26,7241,4264,"29,49436639",3,"0,13",,7,92,77
8429,Самец,Швицкая,2018-08-08,5723,3595,,4,"0,11",,9,,93
8430,Самка,Айрширская,2020-02-14,6501,6048,"25,33841294",4,"0,11",,6,,82
8431,Самка,Симентальская,2023-10-22,0774,1582,"27,79515654",4,"0,1","1,31",9,,91
8432,Самец,Айрширская,2020-03-15,0856,0748,"30,88534851",4,"0,1",,9,,81
8433,Самка,Швицкая,2023-02-03,5104,0510,"30,0535178",4,"0,05",,7,82,84
8434,Самка,Швицкая,2018-03-14,3419,2818,,5,"0,07",,5,,95
8435,Самец,Герефорд,2023-04-19,8666,8745,,4,"0,09","0,86",5,91,78
8436,Самец,Герефорд,2022-06-08,3329,5545,,4,"0,13",,6,78,78
8437,Самец,Симентальская,2020-11-03,6021,8755,,4,"0,19",,9,76,93
8438,Самец,Герефорд,2020-11-23,5113,4268,"34,24730379",2,"0,15",,9,,86
8439,Самец,Герефорд,2018-06-11,7314,9283,,3,"0,19",,10,94,83
8440,Самец,Симентальская,2020-07-18,6908,4736,,4,"0,14","1,25",6,,74
8441,Самка,Голштинская,2021-02-06,6581,3817,"31,54264721",3,"0,02","1,09",5,75,88
8442,Самка,Голштинская,2018-05-03,2788,0861,,4,"0,11","1,28",6,91,81
8443,Самец,Швицкая,2018-09-22,1729,9870,,3,"0,09",,7,95,76
8444,Самец,Голштинская,2022-11-09,0366,9781,"28,53974006",3,"0,16",,10,,77
8445,Самец,Айрширская,2018-06-12,0639,5567,"39,41243717",5,"0,06",,9,,94
8446,Самка,Голштинская,2022-05-26,9218,3343,"36,71156834",4,"0,17",,8,,94
8447,Самка,Айрширская,2022-08-22,4941,1328,,4,"0,13",,6,81,76
8448,Самка,Симентальская,2018-12-13,6247,4814,"26,00192022",3,"0,09","0,87",9,,95
8449,Самка,Айрширская,2020-07-27,3665,5348,,4,"0,03","1,2",9,,77
8450,Самец,Айрширская,2023-01-26,7480,9738,"31,9703742",2,"0,13","0,91",8,95,83
8451,Самка,Симентальская,2018-07-15,8671,0761,"26,17414261",4,"0,16","1,24",8,,95
8452,Самец,Герефорд,2021-01-22,0187,8453,"36,87732095",3,"0,11","1,27",6,81,82
8453,Самец,Симентальская,2021-06-13,8211,8864,,4,"0,01",,9,95,84
8454,Самка,Швицкая,2023-03-24,8781,9218,,3,"0,03",,10,,94
8455,Самка,Симентальская,2019-09-25,6885,6262,"37,55003697",4,"0,13",,8,,73
8456,Самка,Симентальская,2022-04-07,8821,9649,"21,6843986",4,"0,1",,8,86,87
8457,Самка,Симентальская,2019-06-10,2303,1125,,3,"0,05","1,46",9,,78
8458,Самец,Симентальская,2021-11-08,7629,9247,,4,"0,15",,6,85,71
8459,Самец,Айрширская,2021-05-26,9646,2059,,4,"0,12",,5,,70
8460,Самец,Айрширская,2021-10-15,3646,2270,,3,"0,03","1,28",7,75,95
8461,Самец,Герефорд,2022-07-18,0386,8530,,3,"0,04","1,23",8,,79
8462,Самец,Швицкая,2023-07-01,6026,8354,"33,094833",5,"0,14",,9,,84
8463,Самка,Швицкая,2022-04-08,5998,9273,"35,19519965",3,"0,16","1,08",10,78,74
8464,Самка,Симентальская,2021-06-08,3417,4061,,4,"0,04","0,9",8,,70
8465,Самка,Симентальская,2022-12-02,9443,7193,,2,"0,15",,8,,94
8466,Самка,Голштинская,2018-09-05,7438,7598,"26,61498421",4,"0,15","1,3",6,89,89
8467,Самец,Голштинская,2021-07-17,0691,1852,"26,83697388",4,"0,03",,8,,74
8468,Самка,Симентальская,2022-05-20,9226,5051,,4,"0,15","1,35",10,,77
8469,Самка,Голштинская,2020-08-01,0045,7434,,3,"0,15","1,16",5,,73
8470,Самка,Айрширская,2018-06-24,7321,9327,"39,07836203",4,"0,13","1,03",8,,74
8471,Самка,Швицкая,2021-11-14,5328,3783,,2,"0,15",,9,75,78
8472,Самец,Айрширская,2023-01-05,0357,3773,,4,"0,19",,9,88,70
8473,Самка,Айрширская,2021-02-13,9235,5405,,4,"0,03",,9,,88
8474,Самец,Швицкая,2020-11-13,9991,9976,"21,96671856",3,"0,17","1,22",6,91,92
8475,Самец,Швицкая,2019-11-01,6890,4086,,3,"0,2","0,92",8,,90
8476,Самец,Швицкая,2021-09-28,0913,3277,"34,44456055",4,"0,19","1,27",7,,87
8477,Самец,Швицкая,2019-06-14,9720,0596,,3,"0,18","0,9",9,89,72
8478,Самка,Швицкая,2022-05-16,8363,3417,,4,"0,08",,9,,75
8479,Самка,Швицкая,2020-12-17,6861,1047,"21,5911905",5,"0,1","1,11",5,79,80
8480,Самка,Герефорд,2022-06-10,3909,7530,"26,59754882",4,"0,05","0,98",6,,84
8481,Самка,Швицкая,2021-03-22,9074,9238,,3,"0,11","1,13",10,93,83
8482,Самец,Айрширская,2020-05-28,2491,0216,,3,"0,19",,7,,93
8483,Самец,Симентальская,2018-02-18,2265,6755,,4,"0,13","1,01",7,,86
8484,Самка,Швицкая,2022-09-05,5947,8909,"27,64111349",4,"0,04","1,31",7,,81
8485,Самец,Симентальская,2018-11-24,9692,3186,,4,"0,12","1,05",7,88,89
8486,Самка,Симентальская,2019-06-11,6158,6847,,4,"0,07",,5,,72
8487,Самец,Симентальская,2022-05-28,8063,2454,,3,"0,19","0,84",9,93,76
8488,Самец,Голштинская,2020-05-04,4210,9442,"25,75278099",4,"0,1",,10,,86
8489,Самец,Голштинская,2023-06-22,8977,4784,,4,"0,02","1,16",7,,74
8490,Самец,Герефорд,2018-10-17,8843,4410,"34,70028289",5,"0,18",,8,,81
8491,Самец,Голштинская,2018-11-06,9920,0818,,4,"0,14","0,98",5,95,85
8492,Самец,Швицкая,2022-01-03,3650,8837,"31,51948006",4,"0,13",,5,89,72
8493,Самка,Герефорд,2023-01-20,1554,6810,"35,68138582",4,"0,09",,5,80,77
8494,Самка,Айрширская,2023-07-10,7312,3219,"30,25002784",4,"0,05","0,8",5,85,91
8495,Самец,Симентальская,2022-02-09,8255,5176,,5,"0,05",,9,,81
8496,Самец,Швицкая,2022-02-26,7605,6627,,3,"0,14",,5,,92
8497,Самец,Швицкая,2021-10-24,8756,2989,,4,"0,12",,7,,71
8498,Самка,Айрширская,2018-07-01,4788,0807,,2,"0,06","0,91",10,,70
8499,Самка,Швицкая,2023-05-18,6985,8621,,4,"0,1",,7,,85
8500,Самец,Швицкая,2018-04-03,6745,3805,"34,01125111",3,"0,03",,10,,90
8501,Самец,Айрширская,2018-06-26,7615,0845,"26,51861676",3,"0,19","0,9",7,77,72
8502,Самец,Герефорд,2021-06-08,2550,9411,"23,95407076",4,"0,02",,7,,91
8503,Самка,Герефорд,2023-10-16,0332,2565,,4,"0,14",,8,79,77
8504,Самка,Симентальская,2023-12-25,5075,6447,,3,"0,05","1,22",8,,88
8505,Самец,Голштинская,2021-09-25,4257,5726,"25,06107776",4,"0,05",,6,79,95
8506,Самец,Герефорд,2019-02-25,7756,8756,,2,"0,09","1,47",8,82,92
8507,Самец,Швицкая,2020-01-12,6333,4494,"23,46632757",2,"0,03","0,85",7,,92
8508,Самец,Швицкая,2020-03-16,5604,9244,"35,49249911",4,"0,1","1,2",5,83,80
8509,Самец,Симентальская,2019-06-22,1267,5992,,3,"0,14",,6,,83
8510,Самка,Айрширская,2018-09-07,0914,6611,,3,"0,11","1,05",9,,89
8511,Самка,Симентальская,2019-03-11,0384,5185,"24,07524089",3,"0,06","1,29",6,,85
8512,Самец,Голштинская,2018-09-14,4420,7091,"26,1760327",4,"0,04","1,01",9,,74
8513,Самка,Швицкая,2020-06-16,2982,9748,,3,"0,03",1,10,84,75
8514,Самка,Симентальская,2023-11-14,2890,1299,"32,24671488",3,"0,08","1,35",6,,81
8515,Самец,Швицкая,2023-04-08,6740,8783,"21,60621678",4,"0,18",,10,84,74
8516,Самец,Голштинская,2022-10-17,5041,8505,,4,"0,17","0,92",6,,92
8517,Самец,Швицкая,2021-02-14,9354,7486,,4,"0,02",,5,,86
8518,Самец,Голштинская,2019-01-09,8609,4599,,2,"0,06","0,88",9,81,83
8519,Самка,Голштинская,2021-08-09,2473,1195,,4,"0,07",,5,,88
8520,Самка,Швицкая,2021-06-25,9430,7446,"21,89896316",3,"0,03","0,94",9,,85
8521,Самка,Голштинская,2018-12-28,2926,7943,"33,86356832",4,"0,14","1,3",10,90,72
8522,Самец,Симентальская,2021-03-14,5021,1322,"30,66721868",4,"0,04",,7,78,92
8523,Самец,Симентальская,2022-03-19,2468,9798,,3,"0,18",,8,,93
8524,Самка,Голштинская,2023-08-10,4068,0055,"33,64205806",4,"0,19",,9,90,80
8525,Самец,Герефорд,2019-06-16,6231,9695,"24,6725501",4,"0,19",,5,,93
8526,Самец,Герефорд,2022-01-19,1174,2591,"36,25158373",3,"0,08",,7,,78
8527,Самец,Герефорд,2022-05-11,0251,3926,"38,82609877",3,"0,09",,7,,94
8528,Самец,Герефорд,2021-08-13,1750,8116,"30,08064097",4,"0,04",,10,81,86
8529,Самец,Айрширская,2019-02-15,0516,1218,,4,"0,03","0,9",5,,83
8530,Самка,Голштинская,2019-12-27,4680,6290,,3,"0,14","1,46",10,81,79
8531,Самка,Голштинская,2023-11-12,1393,8932,,4,"0,12",,9,93,73
8532,Самец,Голштинская,2019-07-12,5765,7806,,3,"0,08",,8,93,78
8533,Самец,Голштинская,2020-04-13,6166,1124,,4,"0,19","1,48",9,82,87
8534,Самец,Симентальская,2020-08-23,6198,6555,"26,43095452",4,"0,06",,8,,85
8535,Самка,Швицкая,2018-02-12,1045,4685,,4,"0,09",,5,,91
8536,Самец,Герефорд,2021-07-24,6717,8106,"33,46722542",4,"0,03",,7,95,77
8537,Самка,Швицкая,2022-04-11,0033,5012,,3,"0,17",,6,,74
8538,Самка,Симентальская,2018-02-24,5774,5983,"28,22614532",3,"0,07","1,44",9,89,77
8539,Самка,Герефорд,2021-01-06,2135,8940,,4,"0,17",,10,,94
8540,Самец,Симентальская,2023-05-07,4807,9109,,2,"0,01","1,35",7,76,94
8541,Самец,Герефорд,2023-07-03,4971,9952,,3,"0,14",,10,90,92
8542,Самец,Айрширская,2021-11-14,6334,5835,,4,"0,15","0,92",5,,94
8543,Самка,Швицкая,2023-03-01,0219,0290,,3,"0,19","0,96",5,77,92
8544,Самец,Герефорд,2019-10-23,8086,3793,"20,23647894",4,"0,11","0,92",8,83,81
8545,Самец,Голштинская,2023-12-28,2546,0721,,4,"0,06","1,31",9,,95
8546,Самка,Швицкая,2021-01-12,0580,5542,"32,38323799",2,"0,1","1,15",8,,74
8547,Самка,Швицкая,2023-08-19,1521,3345,,4,"0,17","1,46",10,84,80
8548,Самец,Голштинская,2021-09-22,2839,2083,,4,"0,2",,7,82,85
8549,Самка,Айрширская,2022-04-01,1468,7868,"27,9798679",4,"0,17",,7,84,80
8550,Самка,Симентальская,2022-07-15,3448,0078,,4,"0,13","1,28",10,79,72
8551,Самец,Швицкая,2018-02-09,3565,8344,"31,24944786",3,"0,05",,5,84,73
8552,Самец,Айрширская,2021-05-15,1957,0782,"21,22180688",3,"0,12",,5,78,89
8553,Самка,Голштинская,2020-06-20,3292,4258,"26,02869953",4,"0,15",,7,90,86
8554,Самец,Симентальская,2023-11-27,2501,5411,"20,60375451",3,"0,19","1,04",10,94,74
8555,Самка,Швицкая,2023-11-15,9314,7826,"34,10021076",4,"0,18",,7,87,83
8556,Самец,Айрширская,2018-02-04,5463,1651,,3,"0,02",,9,,85
8557,Самец,Герефорд,2023-03-15,2849,9603,"37,11352307",3,"0,13","0,87",6,77,94
8558,Самка,Герефорд,2019-12-11,9633,8424,"20,13552891",4,"0,17","1,08",8,,71
8559,Самка,Айрширская,2021-07-11,5227,1942,,3,"0,05",,9,,79
8560,Самец,Айрширская,2020-04-28,3954,6993,,5,"0,13",,5,92,75
8561,Самец,Айрширская,2021-06-11,1699,5847,"37,80723435",3,"0,15",,10,,88
8562,Самец,Швицкая,2021-07-25,7852,4259,,4,"0,12",,7,,94
8563,Самка,Симентальская,2022-05-24,5967,6365,"32,36695642",5,"0,07",,7,76,87
8564,Самец,Голштинская,2020-03-15,3403,0180,,3,"0,04",,8,,70
8565,Самка,Айрширская,2021-07-07,2147,7480,,3,"0,18",,8,,88
8566,Самка,Симентальская,2019-11-02,0284,3624,,2,"0,05","1,37",5,,88
8567,Самец,Симентальская,2020-04-20,5793,8534,,3,"0,05","1,39",6,83,77
8568,Самка,Айрширская,2020-06-12,2084,6546,,4,"0,05","1,18",5,94,80
8569,Самка,Айрширская,2020-01-04,4047,9643,,4,"0,02",,5,,83
8570,Самец,Симентальская,2021-02-25,0032,3328,,3,"0,19",,7,76,94
8571,Самец,Симентальская,2021-02-18,9424,3161,"39,77040877",4,"0,11","1,28",9,,70
8572,Самка,Айрширская,2021-03-16,5077,3310,,4,"0,19","1,26",5,78,83
8573,Самец,Айрширская,2018-06-01,4513,8164,"23,97948947",2,"0,05","0,83",8,92,94
8574,Самец,Симентальская,2019-06-01,4963,9012,,4,"0,2","1,47",10,85,95
8575,Самец,Симентальская,2022-07-08,2345,7176,,4,"0,2","1,27",5,,88
8576,Самец,Голштинская,2022-08-09,7982,4730,,4,"0,14","1,46",7,,85
8577,Самец,Симентальская,2020-02-05,4985,8410,"37,33879256",2,"0,04","1,4",9,,70
8578,Самка,Герефорд,2022-06-23,4090,3618,,4,"0,14",,9,,92
8579,Самец,Голштинская,2022-05-08,5572,9044,"25,40486408",5,"0,19","1,04",7,94,81
8580,Самка,Симентальская,2019-02-21,7387,8614,,2,"0,15",,7,,84
8581,Самка,Симентальская,2022-10-02,8423,6908,"30,47485012",4,"0,19",,7,83,95
8582,Самец,Голштинская,2021-01-02,5133,7119,"37,70289043",4,"0,07",,9,,94
8583,Самец,Голштинская,2022-08-22,0763,2080,"27,82054917",4,"0,15","1,27",8,87,79
8584,Самка,Айрширская,2019-02-08,3309,6854,"22,13310324",4,"0,18",,6,93,81
8585,Самка,Голштинская,2023-10-28,8985,4039,"21,15742011",2,"0,2","1,03",5,,76
8586,Самка,Швицкая,2019-07-26,4503,2547,,2,"0,01","0,81",6,90,91
8587,Самка,Голштинская,2023-03-04,7496,2104,"25,78598836",3,"0,16","0,94",9,,83
8588,Самка,Герефорд,2018-02-09,6581,0640,"22,99292211",3,"0,02",,5,93,93
8589,Самка,Герефорд,2019-10-23,1757,1498,"33,71314474",2,"0,18","0,89",7,77,73
8590,Самец,Швицкая,2023-09-18,2676,5484,"35,74139632",4,"0,11",,9,,84
8591,Самка,Айрширская,2021-10-08,2832,6274,,4,"0,02",,10,78,91
8592,Самка,Швицкая,2020-08-25,5039,1603,"24,16990571",4,"0,07",,7,83,85
8593,Самец,Симентальская,2020-12-15,4227,8880,"29,43139938",2,"0,2","1,29",10,83,70
8594,Самка,Симентальская,2021-02-02,3510,5281,"36,14709344",4,"0,12","1,05",6,,81
8595,Самка,Швицкая,2020-07-14,2052,5359,"21,2063207",4,"0,13","1,42",8,,76
8596,Самка,Герефорд,2022-09-16,1605,0051,"39,52016725",3,"0,18","1,05",10,80,94
8597,Самец,Голштинская,2023-12-02,8609,9806,"20,42999769",4,"0,03","0,86",6,,74
8598,Самка,Герефорд,2023-12-20,5226,0159,,4,"0,13","1,41",6,84,87
8599,Самка,Герефорд,2018-11-13,2206,2580,"26,56184033",4,"0,11","0,91",5,83,88
8600,Самец,Голштинская,2021-01-15,2070,9240,,3,"0,03","1,46",9,83,76
8601,Самка,Голштинская,2020-06-03,9492,0107,"33,15146838",3,"0,19",,5,,74
8602,Самка,Симентальская,2023-02-15,8846,1682,,4,"0,06","1,05",7,84,81
8603,Самка,Герефорд,2023-06-12,3558,4212,"37,35059734",2,"0,16",,5,88,93
8604,Самка,Герефорд,2018-09-21,0778,9708,"37,94812976",4,"0,19",,9,77,73
8605,Самка,Айрширская,2018-06-20,6439,6062,"35,95693757",4,"0,08","1,33",8,92,95
8606,Самец,Голштинская,2022-05-17,2115,9706,,3,"0,03","1,43",9,84,81
8607,Самка,Швицкая,2018-06-26,6901,9485,,4,"0,1","1,06",5,93,85
8608,Самец,Швицкая,2022-04-08,3665,8349,,4,"0,15",,10,,82
8609,Самка,Швицкая,2019-12-01,3044,2411,,4,"0,04",,8,77,92
8610,Самка,Симентальская,2019-04-05,2537,7565,"21,69095205",3,"0,05","0,83",8,88,72
8611,Самка,Швицкая,2018-01-15,0126,7881,"28,06378241",4,"0,02","1,32",9,,73
8612,Самка,Симентальская,2021-03-14,8018,5917,,3,"0,09","1,1",5,89,91
8613,Самка,Айрширская,2020-05-19,3335,1176,"38,49958943",3,"0,18","1,31",8,88,88
8614,Самка,Швицкая,2022-08-07,4056,5484,"35,41273324",4,"0,07",,10,76,88
8615,Самец,Швицкая,2021-04-01,6741,3849,"34,92170925",4,"0,16","1,43",8,93,73
8616,Самец,Швицкая,2020-10-11,4861,5099,"32,89359162",5,"0,11","1,3",5,75,90
8617,Самка,Швицкая,2023-01-12,3329,2109,,3,"0,15",,6,,93
8618,Самец,Голштинская,2023-01-07,5242,4860,,3,"0,17",,6,79,92
8619,Самка,Швицкая,2018-07-17,4790,0743,"29,88851835",3,"0,15",,8,82,88
8620,Самка,Швицкая,2023-03-19,7686,1975,"22,49983743",4,"0,01","0,98",5,79,78
8621,Самка,Симентальская,2023-12-01,8154,2113,"35,574867",3,"0,17","0,88",5,78,86
8622,Самка,Швицкая,2021-06-18,0362,4896,,5,"0,02",,6,,89
8623,Самка,Айрширская,2019-05-05,8688,4340,"23,05286452",5,"0,07","0,89",5,,91
8624,Самка,Голштинская,2018-01-27,9831,6964,,4,"0,18",,5,87,93
8625,Самец,Швицкая,2018-06-14,9527,7641,"27,85465419",3,"0,12",,9,87,86
8626,Самец,Голштинская,2021-12-11,3412,6440,,3,"0,1",,7,,70
8627,Самка,Герефорд,2022-04-28,2076,6351,"32,3853589",2,"0,14",,9,81,90
8628,Самка,Айрширская,2020-01-21,1818,6551,"22,50250731",4,"0,02","1,27",7,,83
8629,Самец,Айрширская,2022-07-01,6904,7120,"33,54760812",3,"0,16","1,24",8,79,79
8630,Самка,Симентальская,2019-01-07,2677,8579,"22,53396792",4,"0,07","1,4",5,,84
8631,Самец,Симентальская,2022-08-22,6550,4051,"20,79350118",4,"0,03",,10,,72
8632,Самка,Симентальская,2022-12-04,2422,8216,"30,79500869",4,"0,03",,7,,80
8633,Самка,Симентальская,2018-01-03,7626,0819,"30,84481261",4,"0,17",,8,77,82
8634,Самец,Айрширская,2020-12-09,3823,7502,"30,0620255",3,"0,12","1,34",6,,84
8635,Самец,Айрширская,2020-06-20,6760,1587,,3,"0,07",,8,,93
8636,Самка,Швицкая,2019-07-25,8580,4446,"33,61248426",3,"0,03","1,23",5,91,73
8637,Самка,Симентальская,2020-08-22,4121,6343,,4,"0,05",,8,,75
